Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
57,0,Travel_Rarely,117,Sales,6,4,Life Sciences,3,Male,2,Manager,3,Single,9917,6,No,3,1,4,1
22,0,Travel_Frequently,457,Sales,24,4,Technical Degree,2,Female,1,Sales Executive,4,Single,9353,3,No,3,1,7,1
38,1,Travel_Frequently,457,R&D,25,1,Human Resources,4,Female,3,Healthcare Representative,4,Single,8784,3,No,3,1,4,0
31,0,Travel_Rarely,931,R&D,12,3,Life Sciences,1,Female,4,Research Director,4,Single,15225,8,No,3,1,2,0
21,0,Travel_Rarely,700,HR,23,1,Other,2,Female,3,Manager,1,Married,1658,4,No,3,1,3,0
40,0,Travel_Rarely,1203,R&D,20,2,Life Sciences,2,Male,3,Manager,1,Married,3897,4,No,4,3,1,1
59,1,Travel_Rarely,1029,R&D,20,2,Medical,2,Female,4,Research Scientist,2,Divorced,13291,6,Yes,3,4,18,2
37,0,Travel_Rarely,1192,Sales,22,4,Human Resources,3,Male,1,Manager,1,Married,19926,0,No,3,1,5,2
32,0,Non-Travel,960,Sales,14,1,Human Resources,2,Male,3,Sales Executive,1,Single,14572,2,Yes,3,3,0,0
46,1,Travel_Rarely,315,HR,27,4,Life Sciences,3,Male,1,Manager,2,Single,4205,1,No,3,1,0,0
25,0,Travel_Rarely,550,Sales,20,3,Human Resources,2,Male,1,Sales Executive,2,Divorced,5044,9,No,3,1,25,3
58,0,Non-Travel,1066,R&D,27,2,Medical,3,Male,4,Research Scientist,3,Married,4433,5,Yes,3,2,1,1
36,0,Non-Travel,1240,R&D,7,5,Medical,4,Female,3,Healthcare Representative,3,Married,7711,5,No,3,2,11,0
56,1,Non-Travel,888,Sales,8,5,Medical,3,Male,3,Sales Executive,1,Divorced,8384,9,Yes,3,2,0,0
45,0,Travel_Rarely,600,R&D,8,1,Other,3,Male,4,Research Director,4,Single,18261,0,No,3,2,17,3
44,0,Travel_Frequently,811,R&D,8,1,Technical Degree,4,Female,1,Healthcare Representative,3,Single,18475,5,No,3,4,14,3
21,0,Travel_Frequently,481,Sales,2,5,Life Sciences,2,Female,1,Manager,3,Single,4059,9,No,4,4,5,0
32,1,Travel_Rarely,1268,R&D,14,1,Human Resources,4,Female,4,Research Scientist,1,Single,16915,1,Yes,4,2,0,0
52,0,Travel_Rarely,841,R&D,10,2,Medical,2,Male,1,Research Director,4,Divorced,8513,3,Yes,4,2,2,2
54,0,Travel_Rarely,733,R&D,18,3,Life Sciences,3,Male,1,Manager,2,Married,14865,5,No,3,1,3,0
18,0,Travel_Rarely,1149,R&D,18,3,Life Sciences,2,Male,3,Research Director,2,Single,2674,2,No,3,1,4,0
20,0,Travel_Rarely,640,R&D,18,4,Technical Degree,3,Male,1,Laboratory Technician,1,Married,10800,2,No,3,2,2,0
41,0,Non-Travel,1046,R&D,16,2,Other,2,Female,1,Manager,1,Married,14978,2,No,3,2,0,0
44,0,Travel_Frequently,1200,R&D,20,1,Human Resources,3,Female,1,Healthcare Representative,4,Single,17697,3,No,3,2,6,1
57,0,Travel_Rarely,854,R&D,5,1,Other,3,Female,1,Manager,1,Single,17767,8,No,4,1,5,0
53,1,Travel_Rarely,636,Sales,20,4,Human Resources,1,Female,4,Manager,1,Single,6884,3,No,3,2,2,0
51,0,Travel_Rarely,774,R&D,5,4,Medical,2,Female,4,Healthcare Representative,1,Married,19196,3,No,3,2,0,0
46,0,Travel_Rarely,1166,HR,20,1,Medical,2,Female,4,Human Resources,4,Divorced,19708,3,No,3,4,36,2
41,0,Travel_Rarely,669,R&D,23,1,Life Sciences,1,Male,1,Healthcare Representative,1,Single,14383,6,No,3,4,4,1
41,1,Travel_Rarely,516,R&D,10,2,Human Resources,3,Male,4,Manager,3,Married,6248,4,Yes,3,1,9,6
59,0,Non-Travel,550,Sales,17,4,Human Resources,3,Female,2,Manager,4,Married,4429,1,No,3,4,4,2
21,0,Travel_Rarely,711,R&D,13,2,Other,1,Female,2,Healthcare Representative,3,Single,17611,6,No,3,1,0,0
20,1,Travel_Rarely,759,HR,17,1,Medical,1,Female,2,Manager,4,Divorced,11256,2,Yes,3,3,2,0
51,0,Travel_Rarely,537,R&D,18,5,Marketing,4,Female,3,Research Director,3,Single,9203,0,Yes,3,2,2,0
40,0,Travel_Rarely,806,HR,13,5,Life Sciences,3,Male,1,Human Resources,4,Single,8765,8,No,3,1,12,1
40,0,Travel_Rarely,340,R&D,17,1,Human Resources,4,Male,3,Laboratory Technician,2,Divorced,2522,4,No,4,4,7,0
22,0,Travel_Rarely,1167,Sales,28,4,Technical Degree,2,Male,4,Sales Representative,1,Single,1691,9,No,3,3,2,0
48,0,Travel_Rarely,835,R&D,15,5,Technical Degree,4,Female,1,Manager,1,Single,2739,0,No,3,4,24,6
58,0,Travel_Rarely,901,HR,26,4,Marketing,1,Female,2,Human Resources,4,Divorced,2525,0,No,4,1,2,1
23,0,Travel_Rarely,111,R&D,12,5,Medical,1,Female,1,Research Scientist,3,Married,17453,0,No,3,3,40,0
54,1,Travel_Rarely,848,R&D,28,4,Medical,1,Male,3,Research Scientist,2,Married,7251,8,No,3,4,38,0
27,1,Non-Travel,1390,HR,10,5,Medical,1,Male,4,Manager,3,Married,11440,7,No,3,3,1,0
57,0,Travel_Rarely,240,R&D,13,4,Other,4,Male,4,Laboratory Technician,1,Married,14860,5,No,3,2,2,2
24,0,Travel_Frequently,832,R&D,11,2,Technical Degree,4,Female,3,Healthcare Representative,1,Married,8649,9,Yes,3,2,4,0
56,0,Travel_Rarely,297,Sales,3,4,Medical,4,Male,1,Sales Executive,3,Single,2287,5,No,3,3,7,0
55,0,Non-Travel,1199,R&D,22,2,Technical Degree,1,Male,3,Manager,4,Divorced,14193,5,No,3,4,5,2
38,1,Travel_Rarely,1350,R&D,10,2,Marketing,1,Female,4,Manager,4,Married,9767,3,Yes,3,4,24,0
37,0,Non-Travel,1227,R&D,11,1,Life Sciences,3,Male,2,Research Scientist,3,Divorced,16913,4,Yes,4,4,9,0
20,1,Travel_Rarely,365,Sales,6,2,Other,3,Female,4,Sales Executive,1,Married,16629,9,No,3,2,1,0
39,0,Travel_Frequently,1046,R&D,1,3,Human Resources,1,Female,4,Research Scientist,3,Single,5954,2,No,3,1,0,0
21,1,Travel_Rarely,1021,R&D,6,2,Marketing,3,Female,1,Laboratory Technician,1,Married,1744,2,No,3,1,8,0
45,0,Travel_Rarely,262,HR,5,4,Technical Degree,2,Male,2,Human Resources,3,Married,11719,9,Yes,3,3,1,0
29,1,Travel_Frequently,1358,Sales,7,2,Marketing,2,Male,4,Sales Representative,4,Divorced,13402,6,Yes,4,4,10,3
55,0,Travel_Frequently,592,R&D,22,4,Human Resources,1,Female,2,Laboratory Technician,2,Divorced,5576,4,No,4,3,2,0
53,0,Travel_Rarely,871,R&D,12,4,Other,4,Male,3,Laboratory Technician,1,Single,10216,7,No,3,1,2,2
58,1,Travel_Rarely,412,R&D,12,3,Life Sciences,2,Female,1,Research Director,2,Divorced,17363,4,No,4,1,0,0
22,0,Travel_Rarely,328,R&D,7,2,Human Resources,2,Male,2,Manager,4,Divorced,18325,3,No,3,4,8,1
30,1,Travel_Rarely,374,R&D,2,2,Other,4,Female,2,Manager,3,Divorced,6050,2,No,4,3,0,0
40,0,Travel_Rarely,1039,R&D,28,5,Technical Degree,3,Female,1,Healthcare Representative,4,Single,14948,1,No,3,4,10,0
47,0,Travel_Rarely,418,R&D,1,5,Human Resources,4,Male,3,Laboratory Technician,2,Single,18151,2,No,3,1,4,2
54,0,Travel_Rarely,1211,R&D,23,1,Marketing,3,Female,2,Research Director,4,Single,3438,6,No,3,1,10,1
42,1,Travel_Rarely,392,HR,25,4,Medical,3,Female,1,Human Resources,4,Divorced,11382,7,No,3,4,6,2
44,0,Travel_Rarely,830,HR,18,3,Marketing,4,Female,4,Manager,3,Divorced,15663,4,No,3,3,0,0
31,0,Travel_Rarely,476,Sales,12,5,Technical Degree,3,Female,1,Manager,2,Single,15069,0,No,4,2,10,5
53,0,Travel_Rarely,668,R&D,7,2,Life Sciences,2,Female,4,Manager,2,Divorced,9819,2,No,4,4,0,0
56,0,Travel_Rarely,969,R&D,19,1,Human Resources,1,Male,2,Laboratory Technician,2,Divorced,17760,3,Yes,3,1,4,0
33,1,Non-Travel,856,Sales,22,3,Life Sciences,3,Male,2,Manager,1,Married,13078,9,No,3,2,1,1
39,0,Travel_Rarely,353,Sales,3,2,Technical Degree,2,Female,2,Sales Representative,4,Single,17473,3,Yes,4,4,9,0
38,0,Travel_Rarely,408,R&D,29,2,Human Resources,4,Male,3,Research Scientist,2,Single,12047,0,No,3,2,16,1
38,0,Travel_Rarely,776,Sales,10,4,Other,3,Female,3,Sales Representative,4,Divorced,10257,9,No,3,4,5,2
25,1,Travel_Rarely,969,Sales,29,4,Other,2,Female,4,Manager,3,Divorced,14805,8,No,3,1,5,3
33,0,Travel_Rarely,365,Sales,27,5,Marketing,3,Female,1,Sales Executive,3,Married,17212,9,Yes,3,4,10,4
48,0,Travel_Rarely,169,Sales,27,5,Marketing,4,Female,4,Sales Executive,1,Single,11296,3,No,3,2,0,0
59,0,Non-Travel,1232,R&D,11,2,Technical Degree,1,Female,1,Healthcare Representative,1,Single,15570,1,No,3,3,17,1
27,0,Travel_Rarely,1324,R&D,5,2,Other,3,Male,2,Manager,3,Divorced,3655,8,No,3,1,1,0
49,0,Travel_Rarely,1317,Sales,2,5,Human Resources,1,Male,1,Sales Representative,2,Single,15727,3,No,3,1,28,1
51,0,Travel_Rarely,615,Sales,8,5,Other,3,Male,3,Sales Executive,3,Divorced,18899,3,No,4,2,9,0
26,1,Travel_Rarely,870,R&D,14,2,Marketing,3,Male,1,Laboratory Technician,4,Married,4017,5,No,3,4,10,0
34,1,Travel_Frequently,543,R&D,8,3,Technical Degree,4,Male,1,Manager,1,Divorced,15142,7,Yes,3,4,7,0
28,1,Travel_Rarely,102,R&D,23,2,Other,3,Male,2,Manager,1,Married,8343,4,Yes,3,4,4,1
49,0,Non-Travel,459,Sales,6,3,Technical Degree,2,Female,2,Sales Executive,3,Divorced,13339,7,No,3,1,5,1
27,0,Travel_Rarely,1240,HR,1,3,Other,2,Male,3,Manager,2,Married,2573,0,No,3,1,0,0
39,0,Non-Travel,1004,R&D,24,2,Life Sciences,1,Female,1,Healthcare Representative,2,Married,6597,3,No,3,2,6,1
34,0,Travel_Frequently,1322,R&D,1,1,Other,1,Female,1,Research Scientist,4,Single,4926,0,No,3,4,6,6
21,1,Travel_Rarely,375,R&D,8,5,Marketing,2,Male,1,Research Director,1,Divorced,11244,2,Yes,3,4,15,2
42,0,Travel_Rarely,957,HR,11,4,Human Resources,1,Male,2,Human Resources,3,Single,4796,6,No,3,2,4,1
38,1,Travel_Rarely,1119,Sales,18,2,Marketing,1,Female,3,Sales Representative,3,Single,9823,0,No,3,1,0,0
54,0,Travel_Rarely,1285,Sales,24,3,Marketing,2,Female,1,Sales Representative,1,Divorced,11053,4,No,3,1,2,0
55,0,Travel_Rarely,274,R&D,10,2,Marketing,2,Female,1,Research Scientist,3,Single,18616,0,No,3,3,7,3
18,0,Non-Travel,686,R&D,12,5,Technical Degree,2,Female,1,Manager,1,Single,19648,5,No,4,3,1,1
42,0,Travel_Rarely,1030,R&D,20,3,Medical,4,Female,1,Research Scientist,2,Single,19431,8,Yes,3,4,2,2
53,1,Non-Travel,582,R&D,23,4,Medical,4,Male,3,Laboratory Technician,2,Divorced,1535,2,Yes,3,1,12,2
34,0,Travel_Frequently,556,Sales,16,4,Life Sciences,2,Male,3,Sales Executive,3,Single,16701,5,No,3,4,6,3
58,1,Travel_Frequently,297,Sales,5,4,Marketing,3,Female,3,Sales Executive,2,Single,8884,3,No,4,1,4,3
41,0,Travel_Rarely,897,HR,16,1,Medical,2,Female,2,Manager,2,Single,12725,5,No,3,3,2,0
19,0,Travel_Rarely,700,HR,24,3,Life Sciences,4,Female,1,Human Resources,4,Divorced,7881,1,Yes,3,2,9,0
57,0,Travel_Rarely,1434,R&D,12,3,Technical Degree,1,Female,1,Manager,1,Married,14017,3,No,3,1,2,1
32,0,Travel_Rarely,657,Sales,6,1,Marketing,3,Female,1,Manager,1,Married,10467,6,No,3,3,9,1
49,0,Travel_Rarely,949,Sales,5,3,Human Resources,3,Female,1,Sales Representative,3,Married,4073,5,No,3,3,0,0
56,0,Travel_Rarely,540,Sales,1,1,Technical Degree,1,Female,4,Sales Representative,1,Married,16963,8,Yes,3,1,13,4
23,0,Travel_Rarely,751,R&D,19,2,Life Sciences,3,Female,3,Healthcare Representative,4,Single,2025,6,No,3,4,4,1
18,0,Travel_Rarely,460,R&D,10,5,Technical Degree,1,Male,4,Research Scientist,3,Divorced,3051,0,No,4,1,4,4
40,0,Travel_Rarely,1161,R&D,25,4,Human Resources,4,Female,4,Manager,3,Single,4621,5,Yes,3,3,6,3
56,0,Travel_Frequently,1159,HR,14,1,Technical Degree,3,Female,2,Human Resources,1,Divorced,15405,2,No,3,1,6,1
34,1,Travel_Frequently,1213,R&D,25,1,Life Sciences,3,Male,2,Research Director,2,Single,5403,7,Yes,3,2,0,0
51,1,Non-Travel,759,R&D,21,1,Human Resources,1,Female,1,Laboratory Technician,2,Married,4323,0,No,3,4,9,1
58,0,Non-Travel,117,Sales,3,2,Human Resources,1,Female,4,Sales Representative,2,Married,6017,9,No,3,1,2,2
46,0,Travel_Frequently,846,R&D,6,1,Technical Degree,4,Female,4,Research Director,2,Divorced,7435,1,No,4,3,16,0
26,0,Travel_Frequently,522,R&D,5,5,Human Resources,1,Female,3,Research Director,4,Single,16492,2,No,3,3,11,0
30,0,Non-Travel,654,R&D,17,5,Technical Degree,1,Male,4,Manager,3,Married,14170,2,No,3,4,2,1
23,0,Travel_Rarely,868,Sales,18,4,Marketing,4,Female,2,Manager,2,Divorced,6816,6,No,3,1,11,1
23,0,Travel_Rarely,894,R&D,12,2,Human Resources,2,Female,4,Laboratory Technician,4,Single,5604,7,No,4,3,3,1
37,1,Travel_Rarely,1251,Sales,5,5,Technical Degree,2,Female,2,Manager,3,Divorced,4424,8,No,3,4,0,0
20,0,Travel_Rarely,1133,R&D,9,3,Marketing,1,Male,1,Healthcare Representative,1,Single,15628,6,No,3,2,22,0
34,0,Travel_Rarely,981,Sales,12,3,Human Resources,4,Female,2,Manager,1,Single,12861,7,No,3,4,7,5
29,0,Travel_Frequently,953,R&D,20,3,Marketing,2,Female,1,Manager,4,Single,13501,5,No,3,1,4,1
18,0,Travel_Rarely,611,R&D,9,1,Other,4,Male,3,Research Director,3,Divorced,3812,1,No,3,1,3,1
34,0,Travel_Rarely,1301,Sales,3,1,Human Resources,1,Male,1,Sales Representative,2,Divorced,1044,0,No,4,3,2,2
20,0,Travel_Rarely,1067,R&D,1,3,Other,1,Male,4,Healthcare Representative,3,Single,18017,2,No,3,2,27,2
43,0,Travel_Rarely,1015,R&D,22,4,Life Sciences,4,Male,2,Research Director,2,Married,10402,8,No,3,1,1,1
32,0,Travel_Rarely,1492,R&D,15,4,Life Sciences,3,Female,1,Research Director,4,Single,9785,6,No,3,3,2,1
53,0,Travel_Rarely,119,Sales,10,1,Technical Degree,1,Male,1,Sales Executive,2,Divorced,15581,1,No,3,4,4,0
49,0,Travel_Rarely,157,R&D,14,3,Medical,1,Male,1,Healthcare Representative,4,Single,2926,0,No,3,4,4,1
49,1,Travel_Rarely,1020,Sales,7,4,Other,1,Male,1,Manager,3,Divorced,1856,1,No,3,1,4,1
21,0,Non-Travel,1160,R&D,4,1,Other,1,Female,1,Healthcare Representative,3,Single,6988,2,No,3,2,1,1
35,0,Travel_Rarely,1003,R&D,26,3,Life Sciences,4,Male,1,Research Director,2,Single,9743,5,No,4,3,1,1
36,0,Travel_Rarely,731,R&D,5,2,Other,4,Female,2,Manager,3,Married,5138,8,No,3,1,2,2
52,0,Travel_Rarely,895,R&D,20,3,Medical,4,Female,4,Research Scientist,2,Married,12080,7,No,3,3,17,1
57,0,Travel_Rarely,448,R&D,16,3,Marketing,4,Male,4,Research Director,3,Divorced,17082,9,No,3,4,0,0
31,0,Travel_Rarely,1157,R&D,3,5,Marketing,3,Female,1,Laboratory Technician,1,Single,15870,8,No,3,3,9,0
50,0,Non-Travel,1009,R&D,17,5,Medical,4,Male,2,Laboratory Technician,2,Divorced,1606,7,Yes,3,4,9,4
31,1,Travel_Rarely,1125,Sales,13,2,Other,4,Male,1,Sales Executive,4,Single,9863,6,Yes,3,2,11,5
51,1,Travel_Rarely,1258,R&D,6,2,Other,1,Female,3,Manager,1,Single,6022,5,Yes,3,2,15,6
21,0,Travel_Rarely,677,R&D,26,3,Other,3,Female,4,Research Director,4,Single,17400,7,No,4,4,2,0
41,0,Travel_Rarely,300,Sales,5,4,Technical Degree,1,Female,1,Manager,3,Married,6149,5,Yes,3,1,1,0
46,0,Travel_Rarely,1381,R&D,16,2,Human Resources,3,Female,2,Research Scientist,1,Divorced,6311,1,Yes,3,4,4,2
36,0,Non-Travel,1467,R&D,11,3,Medical,2,Male,4,Manager,3,Single,3484,8,No,3,3,2,0
23,0,Travel_Rarely,1356,Sales,17,1,Medical,3,Female,2,Manager,2,Single,16012,8,No,4,3,9,0
50,0,Non-Travel,402,Sales,5,5,Medical,3,Female,3,Sales Representative,4,Divorced,16833,2,No,4,3,7,0
57,0,Non-Travel,1118,R&D,6,4,Medical,1,Female,1,Laboratory Technician,3,Divorced,12041,8,No,3,1,14,1
36,0,Travel_Rarely,127,Sales,10,3,Medical,3,Female,3,Manager,4,Single,4807,1,Yes,3,2,0,0
18,1,Travel_Rarely,1410,R&D,21,1,Other,3,Male,4,Research Scientist,4,Married,4173,2,No,3,2,17,0
22,0,Travel_Rarely,551,R&D,1,5,Technical Degree,1,Male,1,Laboratory Technician,3,Married,18857,5,No,3,3,2,0
44,1,Non-Travel,421,R&D,21,1,Life Sciences,2,Female,4,Research Director,2,Single,15212,3,No,3,1,4,1
33,0,Non-Travel,257,HR,10,3,Other,2,Female,1,Manager,4,Married,11199,7,No,4,3,4,1
23,0,Non-Travel,572,R&D,17,2,Other,2,Male,2,Healthcare Representative,3,Divorced,3412,0,No,3,2,9,0
57,0,Non-Travel,521,R&D,27,5,Human Resources,3,Male,4,Healthcare Representative,2,Married,17093,5,No,4,4,3,1
30,0,Travel_Rarely,1238,R&D,3,1,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced,19535,1,No,3,3,20,4
52,1,Travel_Rarely,752,R&D,28,2,Medical,2,Male,3,Research Scientist,2,Divorced,4182,5,Yes,3,3,16,13
36,0,Non-Travel,987,R&D,29,4,Life Sciences,2,Female,2,Research Director,4,Divorced,2014,0,Yes,3,3,14,8
29,1,Travel_Rarely,1031,R&D,2,3,Technical Degree,2,Female,2,Research Scientist,1,Divorced,18988,1,Yes,3,2,0,0
33,0,Travel_Rarely,936,R&D,29,3,Marketing,2,Male,3,Manager,3,Married,18253,8,Yes,4,1,13,1
27,0,Non-Travel,977,R&D,17,5,Other,1,Male,2,Manager,4,Divorced,7913,5,No,3,4,10,2
42,1,Non-Travel,1043,R&D,4,1,Life Sciences,2,Female,1,Laboratory Technician,3,Single,3727,7,Yes,3,4,0,0
37,0,Travel_Rarely,1095,R&D,2,4,Human Resources,3,Female,3,Laboratory Technician,3,Divorced,3852,6,No,3,4,0,0
48,0,Travel_Rarely,1410,R&D,5,5,Technical Degree,3,Male,4,Laboratory Technician,2,Single,10077,8,No,3,3,0,0
21,0,Travel_Rarely,673,R&D,10,5,Marketing,1,Female,3,Manager,3,Divorced,19992,8,Yes,4,2,0,0
40,0,Non-Travel,155,Sales,1,1,Technical Degree,4,Male,2,Sales Executive,2,Divorced,2273,3,No,3,4,5,1
19,0,Travel_Rarely,706,R&D,28,4,Medical,2,Female,1,Research Scientist,4,Married,8649,6,Yes,3,3,25,0
39,1,Travel_Rarely,426,Sales,26,1,Marketing,2,Female,4,Sales Representative,3,Divorced,2955,4,No,3,1,4,3
54,0,Travel_Rarely,1071,R&D,1,3,Human Resources,3,Male,3,Research Director,4,Divorced,9778,6,No,3,3,5,0
25,0,Travel_Rarely,986,R&D,27,2,Marketing,1,Female,3,Research Scientist,1,Married,5549,3,Yes,3,4,24,0
24,1,Travel_Rarely,366,R&D,26,3,Human Resources,4,Male,4,Manager,4,Married,16863,9,Yes,3,4,2,0
31,0,Travel_Rarely,483,R&D,4,3,Medical,3,Female,1,Healthcare Representative,3,Single,12809,0,No,3,1,13,0
20,1,Travel_Rarely,1338,R&D,7,5,Human Resources,4,Male,2,Healthcare Representative,1,Married,9302,3,Yes,4,2,5,0
33,1,Travel_Rarely,434,R&D,14,3,Technical Degree,1,Male,2,Healthcare Representative,2,Single,9100,9,Yes,3,1,5,4
36,1,Non-Travel,1135,R&D,14,4,Life Sciences,1,Male,2,Research Director,1,Divorced,3911,2,Yes,3,1,2,1
35,0,Travel_Rarely,1483,R&D,18,3,Technical Degree,1,Female,2,Laboratory Technician,3,Single,13091,8,No,3,4,5,1
33,1,Non-Travel,304,R&D,2,4,Other,3,Male,4,Manager,3,Married,10099,4,No,4,4,0,0
25,0,Travel_Rarely,159,R&D,1,1,Technical Degree,1,Male,1,Research Director,4,Divorced,6663,3,No,3,2,10,1
50,1,Travel_Frequently,1348,R&D,21,5,Marketing,3,Female,1,Manager,2,Single,12881,7,No,3,4,2,2
29,1,Travel_Frequently,1494,R&D,22,4,Medical,3,Female,3,Manager,3,Single,15368,4,Yes,3,1,15,2
28,1,Travel_Rarely,648,Sales,16,3,Other,2,Male,3,Sales Representative,3,Single,17938,2,Yes,3,1,3,2
22,0,Travel_Rarely,972,R&D,29,5,Other,3,Male,1,Healthcare Representative,2,Divorced,9298,1,No,3,2,1,1
44,1,Travel_Rarely,204,Sales,22,5,Other,3,Female,3,Sales Representative,2,Single,4336,7,No,4,4,8,3
29,1,Travel_Rarely,1286,R&D,18,4,Life Sciences,2,Female,1,Research Director,4,Single,7369,1,No,3,4,1,1
34,0,Travel_Rarely,1325,R&D,16,4,Human Resources,4,Female,4,Research Director,1,Married,3534,7,No,3,1,9,0
23,0,Non-Travel,1285,Sales,28,2,Marketing,2,Male,4,Sales Representative,2,Single,3226,4,No,3,1,24,2
50,1,Non-Travel,966,Sales,28,2,Medical,2,Female,2,Manager,3,Divorced,10585,7,No,3,4,10,1
22,0,Travel_Rarely,1261,R&D,23,5,Life Sciences,1,Male,1,Research Director,2,Married,1166,4,No,3,3,0,0
45,1,Travel_Rarely,499,R&D,22,2,Technical Degree,1,Male,4,Laboratory Technician,3,Divorced,11902,0,No,3,1,6,3
31,0,Travel_Rarely,493,Sales,24,3,Medical,2,Male,1,Sales Representative,4,Married,4624,1,No,3,1,8,2
22,1,Travel_Rarely,207,Sales,6,1,Other,1,Female,3,Sales Representative,1,Married,19731,5,Yes,3,1,12,3
50,1,Travel_Rarely,1179,R&D,25,5,Medical,2,Female,1,Manager,4,Single,18788,2,No,3,2,0,0
58,1,Travel_Rarely,1402,R&D,10,1,Medical,1,Female,2,Manager,2,Divorced,10717,7,No,3,4,4,0
36,0,Non-Travel,212,R&D,2,2,Technical Degree,3,Male,2,Research Scientist,3,Single,13601,4,No,3,4,5,0
39,0,Travel_Rarely,325,R&D,7,4,Human Resources,1,Male,4,Research Director,2,Married,14103,2,No,4,4,1,1
22,1,Travel_Frequently,176,R&D,21,5,Marketing,1,Female,3,Manager,2,Single,14030,9,No,4,1,2,2
19,1,Travel_Frequently,607,R&D,17,2,Other,3,Female,3,Research Scientist,2,Married,3774,6,Yes,3,4,4,2
47,0,Travel_Rarely,1139,R&D,3,3,Human Resources,2,Male,1,Manager,2,Married,10017,7,No,3,4,12,2
56,0,Non-Travel,871,Sales,20,5,Life Sciences,1,Male,3,Sales Executive,1,Divorced,11150,3,No,3,4,18,2
21,1,Non-Travel,583,R&D,12,5,Other,1,Male,2,Healthcare Representative,3,Divorced,4739,8,No,3,2,6,5
50,0,Travel_Rarely,1314,R&D,2,4,Marketing,3,Male,4,Research Director,2,Divorced,15911,5,No,3,2,3,3
30,1,Travel_Frequently,465,Sales,7,5,Life Sciences,3,Female,4,Sales Representative,3,Divorced,5464,0,No,3,1,2,1
37,1,Non-Travel,340,Sales,17,4,Technical Degree,3,Male,4,Manager,1,Single,13381,4,No,3,4,28,2
24,0,Non-Travel,947,R&D,19,2,Human Resources,4,Male,3,Manager,3,Divorced,14746,4,No,4,1,28,0
32,1,Travel_Rarely,1086,R&D,12,3,Other,3,Female,3,Manager,3,Divorced,5094,6,No,3,1,18,2
40,0,Non-Travel,1429,R&D,9,3,Medical,2,Female,2,Laboratory Technician,1,Divorced,3930,6,No,3,1,10,1
31,0,Travel_Rarely,1216,R&D,27,5,Marketing,1,Female,1,Laboratory Technician,2,Married,1763,5,No,3,1,2,0
40,0,Travel_Rarely,493,R&D,14,5,Other,1,Female,1,Healthcare Representative,3,Married,12552,7,Yes,3,1,11,3
36,0,Travel_Rarely,1309,R&D,2,2,Medical,4,Male,4,Manager,4,Divorced,4450,1,No,3,1,3,1
46,0,Non-Travel,1142,R&D,21,4,Other,1,Male,4,Manager,3,Married,15102,6,Yes,3,2,2,2
37,0,Travel_Rarely,1066,R&D,4,3,Life Sciences,1,Male,3,Healthcare Representative,2,Married,2861,9,No,3,3,9,0
46,0,Travel_Rarely,113,R&D,28,4,Medical,2,Male,4,Research Scientist,4,Single,11806,6,No,3,2,0,0
41,0,Travel_Frequently,1291,R&D,19,2,Medical,1,Male,2,Healthcare Representative,2,Married,14283,3,No,3,1,0,0
35,0,Travel_Rarely,247,R&D,21,3,Other,2,Female,2,Research Director,3,Single,17493,9,No,3,3,4,0
27,1,Non-Travel,1407,R&D,16,3,Technical Degree,4,Female,4,Manager,1,Married,13436,1,Yes,3,3,4,1
58,1,Travel_Rarely,270,R&D,22,1,Technical Degree,2,Male,4,Laboratory Technician,2,Divorced,9890,3,Yes,4,4,15,0
25,1,Travel_Rarely,948,Sales,17,2,Human Resources,3,Female,4,Sales Representative,2,Married,16352,3,No,3,1,0,0
43,1,Travel_Rarely,271,R&D,2,2,Life Sciences,3,Male,4,Research Director,1,Married,6529,5,No,3,1,0,0
46,0,Travel_Rarely,866,Sales,17,1,Technical Degree,4,Male,4,Manager,3,Single,16843,6,No,3,2,1,0
27,1,Travel_Rarely,1471,Sales,19,4,Other,1,Male,2,Manager,2,Divorced,9299,2,Yes,3,3,0,0
34,0,Travel_Rarely,600,R&D,8,1,Technical Degree,2,Male,1,Research Director,3,Single,9580,9,Yes,3,3,0,0
19,0,Non-Travel,1422,R&D,24,2,Human Resources,3,Male,2,Manager,3,Divorced,9616,0,Yes,4,1,7,1
23,1,Travel_Rarely,1267,R&D,20,4,Marketing,2,Female,2,Research Scientist,3,Divorced,19878,2,Yes,3,4,3,2
22,1,Travel_Rarely,998,R&D,6,3,Human Resources,3,Female,4,Research Scientist,1,Single,12157,8,No,3,1,10,1
45,0,Travel_Rarely,1178,Sales,12,1,Medical,2,Male,1,Sales Representative,3,Married,11191,0,No,3,3,34,5
58,0,Travel_Rarely,219,R&D,25,4,Medical,1,Male,4,Manager,3,Divorced,12767,7,No,3,4,7,2
22,0,Travel_Frequently,466,R&D,23,4,Technical Degree,4,Female,2,Research Scientist,4,Married,18911,1,No,3,4,0,0
35,1,Non-Travel,237,R&D,18,4,Technical Degree,1,Male,1,Healthcare Representative,4,Single,3026,5,Yes,3,3,0,0
43,0,Non-Travel,1202,R&D,27,1,Human Resources,2,Male,3,Manager,4,Single,11958,2,No,3,1,14,3
